,model,price,registration_year,make_year,fuel_type,body_type,kms_driven,ownership,transmission,city,seats,engine_displacement
37,2009 Toyota Corolla Altis 1.6 E MT Detail,"₱280,000 ",2009.0,2009,Gasoline,Sedan,"147,000 Km",First Owner,Manual,Quezon City,5 seat,1598 CC
38,2013 Mitsubishi Mirage 1.2 CVT Detail,"₱280,000 ",2013.0,2013,Gasoline,Hatchback,"130,000 Km",First Owner,Cvt,Binan,5 seat,1193 CC
39,2012 Hyundai Accent 1.4 E MT Detail,"₱280,000 ",2015.0,2012,Gasoline,Sedan,"30,000 Km",First Owner,Manual,Manila,,
40,2012 Toyota Vios 1.5L SE Limited AT Detail,"₱280,000 ",2023.0,2012,Gasoline,Sedan,"110,000 Km",Second Owner,Automatic,Davao City,,
41,2010 Mitsubishi Galant 2.4L SE AT Detail,"₱280,000 ",2019.0,2010,Gasoline,Sedan,"77,000 Km",Second Owner,Automatic,Urdaneta,,
42,2003 Mitsubishi Adventure 2.5 GLS Sport MT Detail,"₱285,000 ",,2003,Diesel,Mpv,,First Owner,Manual,Paranaque,,2494 CC
43,2007 Toyota Vios 1.3L E MT Detail,"₱288,000 ",2007.0,2007,Gasoline,Sedan,"45,000 Km",First Owner,Manual,Lapu-Lapu City,,1293 CC
44,2016 Peugeot 301 1.6 EC5 4AT Detail,"₱288,000 ",2023.0,2016,Gasoline,Sedan,"6,000 Km",First Owner,Automatic,Cebu City,5 seat,1587 CC
45,2007 Hyundai Starex 2.5L GRX AT Detail,"₱288,000 ",,2007,Diesel,Van,,First Owner,Manual,Cavite City,,
46,2017 Hyundai Eon 0.8 GLX 5 M/T Detail,"₱289,000 ",,2017,Gasoline,Hatchback,"46,000 Km",First Owner,Manual,Mandaue City,5 seat,814 CC
47,1995 Mitsubishi Pajero GLS 3.2 Di-D 4WD AT Detail,"₱290,000 ",2023.0,1995,Diesel,Suv,"120,000 Km",First Owner,Automatic,Davao City,7 seat,3198 CC
48,2014 Mitsubishi Mirage 1.2 MT Detail,"₱290,000 ",2014.0,2014,Gasoline,Hatchback,"80,000 Km",First Owner,Manual,Pasay,5 seat,1193 CC
49,2015 Chevrolet Spark LT MT Detail,"₱290,000 ",2015.0,2015,Gasoline,Hatchback,"34,000 Km",First Owner,Manual,"Talisay City, Cebu",,
50,2010 Ford Escape 2.3L XLT AT FWD Detail,"₱290,000 ",2010.0,2010,Gasoline,Suv,"132,000 Km",First Owner,Automatic,Manila,,2298 CC
51,2008 Toyota Vios 1.5 XX Limited AT Detail,"₱290,000 ",2023.0,2008,Gasoline,Sedan,"45,000 Km",First Owner,Automatic,Paranaque,,
52,2010 Foton MPX 2.8L MT Detail,"₱295,000 ",2011.0,2010,Diesel,Van,"114,000 Km",Second Owner,Manual,Baguio City,,
53,2003 Isuzu Crosswind XTO AT Detail,"₱295,000 ",2003.0,2003,Diesel,Mpv,"90,000 Km",First Owner,Automatic,Mandaue City,,
54,2007 Honda Civic 1.8L S AT Detail,"₱295,000 ",,2007,Gasoline,Sedan,1 Km,First Owner,Automatic,Mandaue City,,
55,2005 Nissan X-Trail 2.5L 4x4 Detail,"₱295,000 ",2022.0,2005,Gasoline,Suv,"25,000 Km",First Owner,,Quezon City,,
56,2015 Mitsubishi Mirage 1.2 MT Detail,"₱295,000 ",2022.0,2015,Gasoline,Hatchback,"120,000 Km",First Owner,Manual,Manila,5 seat,1193 CC
57,2008 Honda Civic S Turbo CVT Honda Sensing Detail,"₱295,000 ",2023.0,2008,Gasoline,Sedan,"75,000 Km",Second Owner,Cvt,Tagaytay,5 seat,1498 CC
58,2015 Honda Brio 1.3 S AT Detail,"₱295,000 ",2015.0,2015,Gasoline,Hatchback,"120,000 Km",First Owner,Manual,Cainta,5 seat,1339 CC
59,2002 Mitsubishi Adventure 2.5 GLS Sport MT Detail,"₱296,000 ",,2002,Diesel,Mpv,"90,000 Km",First Owner,Manual,Quezon City,,2494 CC
60,2015 Mitsubishi Mirage G4 1.2 GX MT Detail,"₱298,000 ",,2015,Gasoline,Sedan,"35,000 Km",First Owner,Manual,Tigaon,,
61,2008 Honda CR-V RS eHEV Detail,"₱298,000 ",2023.0,2008,Hybrid,Suv,"150,000 Km",Second Owner,E-cvt,Bacoor,5 seat,1993 CC
62,2006 Toyota Innova 2.0 J Gas MT Detail,"₱299,000 ",2006.0,2006,Gasoline,Mpv,"120,000 Km",First Owner,Manual,Quezon City,8 seat,1998 CC
63,2009 Mazda 3 Sedan 1.5 V Detail,"₱300,000 ",,2009,Gasoline,Sedan,1 Km,First Owner,,Pasay,,
64,2005 Chevrolet Trailblazer EXT 4x4 Detail,"₱300,000 ",2021.0,2005,Gasoline,Suv,"95,000 Km",First Owner,Automatic,Quezon City,,
65,2008 Hyundai H-100 2.5 CRDi 6MT (With A/C) Detail,"₱300,000 ",2008.0,2008,Diesel,Pickup-trucks,"115,000 Km",First Owner,Manual,Quezon City,3 seat,2497 CC
66,2016 Suzuki Swift Dzire GA 1.2L-M/T Detail,"₱300,000 ",2021.0,2016,Gasoline,Sedan,"56,000 Km",First Owner,Manual,"San Mateo, Rizal",5 seat,1197 CC
67,2010 Mazda 2 Sedan 1.5L Detail,"₱300,000 ",2022.0,2010,Gasoline,Hatchback,"116,000 Km",Second Owner,Automatic,Bocaue,5 seat,1496 CC
68,2008 Honda Civic S Turbo CVT Honda Sensing Detail,"₱300,000 ",2008.0,2008,Gasoline,Sedan,"120,000 Km",First Owner,Cvt,Paranaque,5 seat,1498 CC
69,2013 Suzuki Carry Utility Van 1.5L Detail,"₱300,000 ",2013.0,2013,Gasoline,Pickup-trucks,"259,046 Km",First Owner,Manual,Muntinlupa,14 seat,1462 CC
70,2009 Nissan Sentra 1.3L GX MT Detail,"₱300,000 ",2023.0,2009,Gasoline,Sedan,"46,150 Km",Second Owner,Manual,Quezon City,,
71,2012 Hyundai Elantra 1.6 GL 6M/T Detail,"₱300,000 ",2012.0,2012,Gasoline,Sedan,"75,000 Km",First Owner,Manual,Antipolo,5 seat,1597 CC
72,2002 Isuzu Trooper 3.0 AT RWD Detail,"₱300,000 ",2002.0,2002,Diesel,Suv,"155,000 Km",Second Owner,Automatic,Caloocan City,,
73,2015 Mitsubishi Mirage 1.2 CVT Detail,"₱300,000 ",2015.0,2015,Gasoline,Hatchback,"90,000 Km",First Owner,Cvt,Mandaluyong City,5 seat,1193 CC
74,2012 Hyundai Elantra 1.6 GL 6A/T Detail,"₱300,000 ",2012.0,2012,Gasoline,Sedan,"83,300 Km",First Owner,Automatic,Pasig,5 seat,1597 CC
75,2015 Mitsubishi L300 2.5L FB Deluxe MT Detail,"₱300,000 ",2013.0,2015,Diesel,Mpv,"369,235 Km",First Owner,Manual,Pasig,,2488 CC
76,2007 Hyundai Santa Fe 2.2L GLS AT Detail,"₱300,000 ",2022.0,2007,Diesel,Suv,"120,000 Km",Third Owner,Automatic,Rodriguez (Montalban),7 seat,2151 CC
77,2012 Toyota Vios 1.3 E CVT Detail,"₱300,000 ",2012.0,2012,Gasoline,Sedan,"50,000 Km",Second Owner,Cvt,san-fernando,5 seat,1329 CC
78,2013 Ford Focus Sedan 1.6L Ambiente MT Detail,"₱300,000 ",2013.0,2013,Gasoline,Sedan,"65,000 Km",Second Owner,Manual,Paranaque,,
79,2013 Hyundai Elantra 1.6 GL 6M/T Detail,"₱300,000 ",2013.0,2013,Gasoline,Sedan,"120,000 Km",Third Owner,Manual,Las Piñas,5 seat,1597 CC
80,2019 Suzuki Celerio CVT 1.0L Detail,"₱300,000 ",2019.0,2019,Gasoline,Hatchback,"50,000 Km",First Owner,Cvt,Cagayan de Oro,5 seat,998 CC
81,2009 Honda CR-V 1.5 V Turbo CVT Detail,"₱300,000 ",2023.0,2009,Gasoline,Suv,"100,000 Km",Second Owner,Cvt,Quezon City,7 seat,1498 CC
0,2020 Hyundai Reina GL 5MT Detail,"₱304,000 ",2020.0,2020,Gasoline,Sedan,"71,000 Km",First Owner,Manual,Cebu City,5 seat,1368 CC
1,2016 Chevrolet Sail 1.3 LT MT Detail,"₱305,000 ",2016.0,2016,Gasoline,Sedan,"71,000 Km",First Owner,Manual,Quezon City,5 seat,1349 CC
2,2013 Nissan Almera 1.5 N-Sport AT Detail,"₱305,000 ",2013.0,2013,Gasoline,Sedan,"100,000 Km",First Owner,Automatic,"Talisay City, Cebu",5 seat,1498 CC
3,2012 Ford Fiesta Sedan 1.5L Trend AT Detail,"₱310,000 ",2012.0,2012,Gasoline,Sedan,"50,000 Km",First Owner,Automatic,Davao City,5 seat,1498 CC
4,2010 Honda Accord 2.4 S AT Detail,"₱310,000 ",2010.0,2010,Gasoline,Sedan,"75,000 Km",Third Owner,Automatic,Taguig,5 seat,2356 CC
5,2018 Hyundai Eon 0.8 GLX 5 M/T Detail,"₱310,000 ",2024.0,2018,Gasoline,Hatchback,"27,222 Km",First Owner,Manual,Manila,5 seat,814 CC
6,2015 Mitsubishi Mirage 1.2 CVT Detail,"₱310,000 ",2023.0,2015,Gasoline,Hatchback,"35,000 Km",Third Owner,Cvt,Manila,5 seat,1193 CC
7,2017 Mitsubishi Mirage G4 GLX MT Detail,"₱315,000 ",2018.0,2017,Gasoline,Sedan,"29,000 Km",Second Owner,Manual,Tanza,5 seat,1193 CC
8,2009 Toyota Corolla Altis 1.6 G AT Detail,"₱318,000 ",2009.0,2009,Gasoline,Sedan,"80,000 Km",First Owner,Automatic,Las Piñas,,1591 CC
9,2017 Toyota Wigo 1.0 G MT Detail,"₱318,000 ",,2017,Gasoline,Hatchback,"30,000 Km",First Owner,Manual,Caloocan City,5 seat,998 CC
10,2010 Kia Carens EX Diesel Detail,"₱318,000 ",,2010,Diesel,Mpv,"78,000 Km",First Owner,Automatic,Mandaluyong City,,
11,2005 Ford Everest XLT 2.5 4x2AT Detail,"₱319,000 ",2011.0,2005,Diesel,Suv,"129,000 Km",Second Owner,Automatic,Muntinlupa,7 seat,2499 CC
12,2018 Mitsubishi Mirage G4 GLX 1.2 MT Detail,"₱319,000 ",,2018,Gasoline,Sedan,"39,000 Km",First Owner,Manual,Quezon City,5 seat,1193 CC
13,2014 Mitsubishi Mirage GLX MT Detail,"₱320,000 ",2014.0,2014,Gasoline,Hatchback,"52,000 Km",First Owner,Manual,Mandaue City,5 seat,1193 CC
14,2019 Hyundai Reina GL 5MT Detail,"₱320,000 ",2022.0,2019,Gasoline,Sedan,"15,000 Km",Second Owner,Manual,Lucena City,5 seat,1368 CC
15,2010 Chevrolet Captiva 2.0 Dsl AT LS Detail,"₱320,000 ",2022.0,2010,Diesel,Crossover,"80,000 Km",Third Owner,Automatic,"Candelaria, Quezon",7 seat,1998 CC
16,2012 Hyundai Accent 1.4 GL 6AT w/o Airbags Detail,"₱320,000 ",2012.0,2012,Gasoline,Sedan,"60,000 Km",First Owner,Automatic,Bay,5 seat,1368 CC
17,2004 Honda Accord 2.0L VTI AT Detail,"₱320,000 ",,2004,Gasoline,Sedan,,First Owner,Automatic,Antipolo,,
18,2016 Toyota Vios 1.3 J MT Detail,"₱320,000 ",2023.0,2016,Gasoline,Sedan,"110,000 Km",First Owner,Manual,Quezon City,5 seat,1329 CC
19,2015 Honda Brio Amaze 1.3L E MT Detail,"₱320,000 ",2023.0,2015,Gasoline,Sedan,"67,000 Km",First Owner,Manual,Pasig,,
20,2003 Ford Everest 2.5L XLT MT Detail,"₱320,000 ",2020.0,2003,Diesel,Suv,"178,000 Km",More than three owners,Manual,Taguig,,
21,2007 Honda Civic S Turbo CVT Honda Sensing Detail,"₱320,000 ",2023.0,2007,Gasoline,Sedan,"55,000 Km",First Owner,Cvt,Manila,5 seat,1498 CC
22,2012 Chevrolet Cruze LS AT Detail,"₱320,000 ",2012.0,2012,Gasoline,Sedan,"50,000 Km",Third Owner,Automatic,Mandaluyong City,5 seat,1796 CC
23,2004 BMW 318i 2.0L RWD MT Detail,"₱320,000 ",2004.0,2004,Gasoline,Sedan,"120,000 Km",Second Owner,Automatic,Pasig,,
24,2011 Toyota Vios 1.3L E AT Detail,"₱325,000 ",2011.0,2011,Gasoline,Sedan,1 Km,First Owner,Automatic,"Talisay City, Cebu",,1293 CC
25,2015 Mitsubishi Mirage GLX MT Detail,"₱328,000 ",2015.0,2015,Gasoline,Hatchback,"49,000 Km",First Owner,Manual,Quezon City,5 seat,1193 CC
26,2013 Suzuki Swift 1.5 MT Detail,"₱330,000 ",2014.0,2013,Gasoline,Hatchback,"87,000 Km",First Owner,Manual,"Santa Cruz, Laguna",,
27,2015 Mitsubishi Mirage G4 GLX 1.2 MT Detail,"₱330,000 ",,2015,Gasoline,Sedan,"60,000 Km",First Owner,Manual,Las Piñas,5 seat,1193 CC
28,2018 Hyundai Accent 1.4 GL 6MT w/o Airbags Detail,"₱330,000 ",2019.0,2018,Gasoline,Sedan,"50,000 Km",Second Owner,Manual,Bacoor,5 seat,1368 CC
29,2015 Mitsubishi Mirage G4 1.2 GX MT Detail,"₱330,000 ",,2015,Gasoline,Sedan,,First Owner,Manual,Paranaque,,
30,2013 Toyota Vios 1.3L AT Detail,"₱330,000 ",2013.0,2013,Gasoline,Sedan,"100,000 Km",First Owner,Automatic,Paranaque,,1293 CC
31,2005 Toyota Innova 2.0 E Gas MT Detail,"₱330,000 ",2005.0,2005,Gasoline,Mpv,"151,000 Km",First Owner,Manual,Bacolod City,8 seat,1998 CC
32,2010 Mitsubishi Adventure 2.5 GLX MT Detail,"₱330,000 ",2010.0,2010,Diesel,Mpv,"100,000 Km",Second Owner,Manual,Silang,7 seat,2477 CC
33,2015 Toyota Vios 1.3 J MT Detail,"₱330,000 ",2016.0,2015,Gasoline,Sedan,"75,000 Km",Second Owner,Manual,Angeles City,5 seat,1329 CC
34,2016 Toyota Wigo 1.0 G AT Detail,"₱335,000 ",,2016,Gasoline,Hatchback,"28,000 Km",First Owner,Automatic,Marikina City,5 seat,998 CC
35,2016 Mitsubishi Mirage 1.2 MT Detail,"₱335,000 ",,2016,Gasoline,Hatchback,"71,000 Km",First Owner,Manual,Mandaue City,5 seat,1193 CC
36,2014 Kia Picanto 1.2 EX MT Detail,"₱335,000 ",2014.0,2014,Gasoline,Hatchback,"48,000 Km",First Owner,Manual,"Talisay City, Cebu",5 seat,1248 CC
37,2008 Kia Sportage 2.0 AT Diesel FWD Detail,"₱335,000 ",,2008,Diesel,Suv,,First Owner,Automatic,Paranaque,5 seat,1995 CC
38,2014 Suzuki Swift GL 1.2L MT Detail,"₱335,000 ",2014.0,2014,Gasoline,Hatchback,"28,000 Km",First Owner,Manual,Cebu City,5 seat,1197 CC
39,2008 Honda CR-V 2.0L MT Detail,"₱335,000 ",2022.0,2008,Gasoline,Suv,"95,000 Km",Second Owner,Manual,Marilao,,
40,2012 Toyota Corolla Altis 1.6 G MT Detail,"₱335,000 ",2012.0,2012,Gasoline,Sedan,"53,500 Km",First Owner,Manual,Antipolo,5 seat,1598 CC
41,2006 Toyota Camry 2.5HV Premium Detail,"₱335,000 ",2023.0,2006,Gasoline,Sedan,"110,000 Km",Third Owner,Cvt,Mandaluyong City,5 seat,2487 CC
42,2008 Volvo S40 2.4 L Detail,"₱338,000 ",,2008,Gasoline,Sedan,"90,000 Km",First Owner,Automatic,Las Piñas,,
43,2007 Volvo S90 T6 AT Detail,"₱339,000 ",2021.0,2007,Gasoline,Sedan,"85,000 Km",Third Owner,Automatic,Manila,5 seat,2953 CC
44,2015 Honda Brio S MT Detail,"₱340,000 ",2015.0,2015,Gasoline,Hatchback,"73,000 Km",First Owner,Manual,Mandaue City,5 seat,1199 CC
45,2017 Mitsubishi Mirage 1.2 MT Detail,"₱340,000 ",2022.0,2017,Gasoline,Hatchback,"55,000 Km",First Owner,Manual,Bacoor,5 seat,1193 CC
46,2017 Toyota Wigo 1.0 G CVT Detail,"₱340,000 ",2017.0,2017,Gasoline,Hatchback,"56,000 Km",First Owner,Cvt,Caloocan City,5 seat,998 CC
47,2006 Nissan X–Trail 2.0L 200 AT Detail,"₱340,000 ",2006.0,2006,Gasoline,Suv,"140,000 Km",Second Owner,Automatic,Dinalupihan,,1998 CC
48,2015 Kia K2700 2.7 MT Detail,"₱340,000 ",2015.0,2015,Diesel,Mpv,"165,000 Km",First Owner,Manual,Quezon City,,2694 CC
49,2012 Hyundai Elantra 1.6 L 6AT Detail,"₱340,000 ",2012.0,2012,Gasoline,Sedan,"40,000 Km",Second Owner,Automatic,Quezon City,5 seat,1591 CC
50,2016 Mitsubishi Mirage 1.2 CVT Detail,"₱340,000 ",2016.0,2016,Gasoline,Hatchback,"102,000 Km",First Owner,Cvt,Bacoor,5 seat,1193 CC
51,2013 Nissan X–Trail 2.5L 4x4 Detail,"₱340,000 ",2013.0,2013,Gasoline,Crossover,"95,000 Km",Second Owner,Cvt,Tanay,7 seat,2488 CC
52,2016 Peugeot 301 1.6 EC5 4AT Detail,"₱341,000 ",2016.0,2016,Gasoline,Sedan,"7,000 Km",First Owner,Automatic,Cebu City,5 seat,1587 CC
53,2016 Nissan Almera Base MT Detail,"₱345,000 ",2016.0,2016,Gasoline,Sedan,"65,000 Km",Second Owner,Manual,Mandaue City,,1499 CC
54,2009 Toyota Avanza 1.3L J MT Detail,"₱348,000 ",2009.0,2009,Gasoline,Mpv,1 Km,First Owner,Manual,Mandaue City,,1298 CC
55,2018 Hyundai Accent 1.4 GL 6MT Detail,"₱348,000 ",,2018,Gasoline,Sedan,"55,000 Km",First Owner,Manual,Mandaue City,,1399 CC
56,2016 Hyundai Accent 1.4 E MT Detail,"₱348,000 ",,2016,Gasoline,Sedan,10 Km,First Owner,Manual,Tigaon,,
57,2016 Toyota Wigo 1.0 G MT Detail,"₱349,000 ",2016.0,2016,Gasoline,Hatchback,"39,000 Km",First Owner,Manual,Mandaue City,5 seat,998 CC
58,1992 BMW 523i 2.5L AT Detail,"₱350,000 ",,1992,Gasoline,Sedan,1 Km,First Owner,Automatic,Pasay,,
59,2007 Honda CR-V 1.6L V AT Detail,"₱350,000 ",2021.0,2007,Diesel,Suv,"63,731 Km",Second Owner,Automatic,Cebu City,,1598 CC
60,2019 Hyundai Reina GL 5MT Detail,"₱350,000 ",2022.0,2019,Gasoline,Sedan,"20,000 Km",Second Owner,Manual,Lucena City,5 seat,1368 CC
61,2001 Ford Expedition 3.5L Limited AT Detail,"₱350,000 ",2022.0,2001,Gasoline,Suv,"30,000 Km",First Owner,Automatic,Manila,,
62,2015 Suzuki Swift GL 1.2L MT Detail,"₱350,000 ",2015.0,2015,Gasoline,Hatchback,"64,000 Km",Second Owner,Manual,Quezon City,5 seat,1197 CC
63,2006 Ford Everest Titanium 2.2L 4x2 AT with Premium Package (Optional) Detail,"₱350,000 ",2020.0,2006,Diesel,Suv,"115,000 Km",Third Owner,Automatic,Cotabato City,7 seat,2199 CC
64,2013 Toyota Corolla Altis 1.6 E MT Detail,"₱350,000 ",2013.0,2013,Gasoline,Sedan,"80,000 Km",First Owner,Manual,Paranaque,5 seat,1598 CC
65,2017 Mitsubishi Mirage G4 GLX 1.2 MT Detail,"₱350,000 ",,2017,Gasoline,Sedan,"39,200 Km",First Owner,Manual,Quezon City,5 seat,1193 CC
66,2016 Mitsubishi Mirage G4 GLX CVT Detail,"₱350,000 ",,2016,Gasoline,Sedan,,First Owner,Cvt,Quezon City,5 seat,1193 CC
67,2015 Kia Picanto 1.2 EX AT Detail,"₱350,000 ",,2015,Gasoline,Hatchback,"64,000 Km",First Owner,Automatic,Las Piñas,5 seat,1248 CC
68,2023 Toyota Hiace 3.0L Commuter MT Detail,"₱350,000 ",2023.0,2023,Diesel,Van,"1,100 Km",First Owner,Manual,Pasig,15 seat,2982 CC
69,2017 Chevrolet Spark 1.4L LT CVT Detail,"₱350,000 ",2023.0,2017,Gasoline,Hatchback,"86,000 Km",First Owner,Cvt,Butuan,5 seat,1399 CC
70,2017 Nissan Almera EL Turbo MT Detail,"₱350,000 ",2023.0,2017,Gasoline,Sedan,"75,000 Km",First Owner,Manual,Cagayan de Oro,5 seat,998 CC
71,2015 Chevrolet Trax LT Detail,"₱350,000 ",2023.0,2015,Gasoline,Suv,"82,520 Km",First Owner,Automatic,Taguig,5 seat,1199 CC
72,2017 Toyota Wigo 1.0 G CVT Detail,"₱350,000 ",2023.0,2017,Gasoline,Hatchback,"45,000 Km",First Owner,Cvt,Quezon City,5 seat,998 CC
73,2018 Toyota Wigo 1.0 G CVT Detail,"₱350,000 ",2018.0,2018,Gasoline,Hatchback,"50,000 Km",Second Owner,Cvt,Cabanatuan City,5 seat,998 CC
74,2012 Ford Fiesta Hatchback 1.6L Sport AT Detail,"₱350,000 ",2023.0,2012,Gasoline,Hatchback,"35,000 Km",First Owner,Automatic,Batangas,,
75,2011 Isuzu Crosswind XL MT Detail,"₱350,000 ",2022.0,2011,Diesel,Mpv,"200,000 Km",Second Owner,Manual,Davao,5 seat,2499 CC
76,2007 Nissan Frontier 2.7L Bravado MT Detail,"₱350,000 ",,2007,Diesel,Pickup-trucks,,First Owner,Manual,Paranaque,,
77,2017 Toyota Vios 1.3 J MT Detail,"₱350,000 ",,2017,Gasoline,Sedan,"80,000 Km",First Owner,Manual,Quezon City,5 seat,1329 CC
78,2019 Hyundai Reina GL 5MT Detail,"₱350,000 ",2022.0,2019,Gasoline,Sedan,"35,000 Km",Second Owner,Manual,Pozorrubio,5 seat,1368 CC
0,2011 Kia Carens LX AT Detail,"₱355,000 ",2011.0,2011,Diesel,Hatchback,1 Km,First Owner,Automatic,Lapu-Lapu City,7 seat,1685 CC
1,2010 Honda Civic 1.8L V AT Detail,"₱355,000 ",2010.0,2010,Gasoline,Sedan,"70,000 Km",First Owner,Automatic,Manila,,
2,2016 Toyota Vios 1.3 E MT Detail,"₱355,000 ",2022.0,2016,Gasoline,Sedan,"59,000 Km",First Owner,Manual,San Jose del Monte,5 seat,1329 CC
3,2014 Honda City 1.5 V CVT Honda Sensing Detail,"₱355,000 ",2023.0,2014,Gasoline,Sedan,"90,000 Km",Second Owner,Cvt,Manila,5 seat,1498 CC
4,2012 Mitsubishi Adventure 2.5 GLX MT Detail,"₱358,000 ",2023.0,2012,Diesel,Mpv,"3,000 Km",First Owner,Manual,Quezon City,7 seat,2477 CC
5,2009 Ford Everest 2.5L XLT AT Detail,"₱358,000 ",,2009,Diesel,Suv,"60,000 Km",First Owner,Automatic,Mandaluyong City,,
6,2014 Ford Focus Hatchback 2.0L Sport Gasoline AT Detail,"₱358,000 ",2015.0,2014,Gasoline,Hatchback,"40,000 Km",First Owner,Automatic,Bacoor,,1998 CC
7,2004 Suzuki Jimny JLX 1.3L-A/T Detail,"₱360,000 ",2004.0,2004,Gasoline,Suv,"80,000 Km",First Owner,,Quezon City,,
8,2017 Mitsubishi Mirage 1.2 MT Detail,"₱360,000 ",2017.0,2017,Gasoline,Hatchback,"52,000 Km",Second Owner,Manual,Quezon City,5 seat,1193 CC
9,2016 Mitsubishi Mirage G4 GLX CVT Detail,"₱360,000 ",2017.0,2016,Gasoline,Sedan,"40,000 Km",Second Owner,Cvt,Manila,5 seat,1193 CC
10,2015 Kia Rio Hatchback EX AT Detail,"₱363,950 ",2015.0,2015,Gasoline,Sedan,"96,000 Km",Second Owner,Automatic,Taguig,,
11,2017 Hyundai Accent 1.4 GL 6AT Detail,"₱365,000 ",2020.0,2017,Gasoline,Sedan,"44,000 Km",First Owner,Automatic,Quezon City,,1399 CC
12,2011 Suzuki Swift 1.4 AT Detail,"₱365,000 ",2011.0,2011,Gasoline,Hatchback,"52,000 Km",First Owner,Automatic,"Talisay City, Cebu",5 seat,1372 CC
13,2009 Honda Jazz 1.3L S AT Detail,"₱365,000 ",,2009,Gasoline,Hatchback,"88,733 Km",First Owner,Automatic,Bacoor,,
14,2012 Subaru XV GT Edition Detail,"₱365,000 ",2012.0,2012,Gasoline,Suv,"142,000 Km",Second Owner,Cvt,Taguig,5 seat,1995 CC
15,2015 Nissan Sylphy 1.6L MT Detail,"₱365,000 ",2015.0,2015,Gasoline,Sedan,"45,000 Km",Second Owner,Manual,Pasig,5 seat,1598 CC
16,2013 Toyota Vios 1.3 G AT Detail,"₱368,000 ",2013.0,2013,Gasoline,Sedan,"70,000 Km",First Owner,Automatic,Bacolod City,,
17,2014 Suzuki Grand Vitara 2.4L AT RWD Detail,"₱368,000 ",2014.0,2014,Gasoline,Suv,"80,000 Km",Second Owner,Automatic,Caloocan City,,2398 CC
18,2018 Nissan Almera 1.5 E MT Detail,"₱369,000 ",2018.0,2018,Gasoline,Sedan,"25,000 Km",Second Owner,Manual,Quezon City,5 seat,1498 CC
19,2015 Suzuki Swift GL 1.2L CVT Detail,"₱369,000 ",2015.0,2015,Gasoline,Hatchback,"77,000 Km",First Owner,Cvt,Mandaue City,5 seat,1197 CC
20,2017 Nissan Almera 1.5 E AT Detail,"₱370,000 ",2017.0,2017,Gasoline,Sedan,"72,000 Km",First Owner,Automatic,Quezon City,5 seat,1498 CC
21,2013 Ford Focus Sedan 1.6L Trend AT Detail,"₱370,000 ",2013.0,2013,Gasoline,Sedan,"80,000 Km",First Owner,Automatic,Las Piñas,5 seat,1596 CC
22,2011 Suzuki APV SGX MT Detail,"₱370,000 ",2011.0,2011,Gasoline,Mpv,"60,000 Km",First Owner,Manual,Mandaue City,,
23,2016 Suzuki Celerio CVT 1.0L Detail,"₱370,000 ",2016.0,2016,Gasoline,Hatchback,"60,000 Km",First Owner,Cvt,Mandaue City,5 seat,998 CC
24,2017 Hyundai Accent 1.4 GL 6MT Detail,"₱370,000 ",2017.0,2017,Gasoline,Sedan,1 Km,First Owner,Manual,"Talisay City, Cebu",,1399 CC
25,2005 Isuzu Crosswind XT Detail,"₱370,000 ",,2005,Diesel,Mpv,,First Owner,Manual,Quezon City,7 seat,2499 CC
26,2015 Toyota Vios 1.3 Base MT Detail,"₱370,000 ",2022.0,2015,Gasoline,Sedan,"5,000 Km",First Owner,Manual,Quezon City,5 seat,1329 CC
27,2010 Toyota Camry 2.4L G Detail,"₱370,000 ",2023.0,2010,Gasoline,Sedan,"35,000 Km",First Owner,Automatic,Makati City,,
28,2017 Ford Fiesta Hatchback 1.0L Sport+ AT Detail,"₱375,000 ",2017.0,2017,Gasoline,Hatchback,"64,000 Km",First Owner,Automatic,Quezon City,,
29,2017 Mitsubishi Mirage G4 GLX 1.2 MT Detail,"₱378,000 ",,2017,Gasoline,Sedan,1 Km,First Owner,Manual,Pasig,5 seat,1193 CC
30,2017 Nissan Almera 1.5L E MT Detail,"₱378,000 ",2017.0,2017,Gasoline,Sedan,"40,000 Km",First Owner,Manual,Bacolod City,5 seat,1498 CC
31,2017 Mitsubishi L300 2.5L FB Exceed MT Detail,"₱378,000 ",2017.0,2017,Diesel,Mpv,"99,154 Km",First Owner,Manual,Antipolo,,2488 CC
32,2016 Toyota Wigo 1.0 G AT Detail,"₱378,000 ",,2016,Gasoline,Hatchback,"34,000 Km",First Owner,Automatic,Muntinlupa,5 seat,998 CC
33,2003 Suzuki Jimny JLX 1.3L-A/T Detail,"₱378,000 ",,2003,Gasoline,Suv,1 Km,First Owner,Automatic,Pasay,4 seat,1328 CC
34,2018 Toyota Wigo 1.0 E MT Detail,"₱380,000 ",2018.0,2018,Gasoline,Hatchback,"23,000 Km",Third Owner,Manual,Manila,5 seat,998 CC
35,2014 Chevrolet Sonic 1.4 AT LTZ Sedan Detail,"₱380,000 ",2021.0,2014,Gasoline,Sedan,"39,800 Km",First Owner,Automatic,Quezon City,,1398 CC
36,2001 Mitsubishi Pajero GLS 3.8 V6 Gas 4WD AT Detail,"₱380,000 ",2016.0,2001,Gasoline,Suv,"105,000 Km",Second Owner,Automatic,Antipolo,7 seat,3828 CC
